feature,level,gender_pre,pval_gender_pre,gender_post,pval_gender_post,pandemic_male,pval_pandemic_male,pandemic_female,pval_pandemic_female,gender_pandemic,gender_pandemic_pval
HowLongModerateExerciseMinutes,HowLongModerateExerciseMinutes,-11.274367209068938,9.01721635456476e-4,-14.10859048749274,1.3159603928780683e-7,1.4441072273836992,0.6554358298210006,-1.3901160510401027,0.6219147588584613,-2.834223278423802,0.5074033843038482
AverageTimeSitting,AverageTimeSitting,-0.3286207371024614,0.11003006760822429,-0.3341763130344832,0.03951909752407112,-0.00432748044585834,0.982454384899647,-0.009883056377880093,0.9537546674721775,-0.005555575932021752,0.9828951118399287
TimesStrengthTraining,TimesStrengthTraining,-0.17190375893430204,0.08889337809064198,-0.24020830331635815,0.002582326501365584,0.01881419560473028,0.8461522288093932,-0.049490348777325825,0.5522423148214688,-0.0683045443820561,0.591406705426975
