feature,level,gender_pre,pval_gender_pre,gender_post,pval_gender_post,pandemic_male,pval_pandemic_male,pandemic_female,pval_pandemic_female,gender_pandemic,gender_pandemic_pval
DrinkDaysPerWeek,DrinkDaysPerWeek,-0.5907386298959333,2.0368298070908875e-7,-0.3915835990511054,1.2677784411607718e-5,-0.13500302301893768,0.21418154644844054,0.06415200782589023,0.4940942635032042,0.1991550308448279,0.16375844743000695
DrinksPerDay,DrinksPerDay,-0.6449613141629025,4.586330650765774e-5,-0.6706776056333302,1.7778990035743902e-7,-0.1759716491114885,0.22417304668589375,-0.20168794058191628,0.1494251061428502,-0.025716291470427772,0.8979244373977604
DrinksOneOccasion,2,-0.3469252862569691,0.07993016794052128,-0.23924124131102165,0.12569181806125007,0.03413949917642479,0.8486376178231005,0.14182354412237225,0.41695333592155426,0.10768404494594745,0.6649235837174015
DrinksOneOccasion,3,-0.19854274186426893,0.5148213429227804,-0.617967070030412,0.008167703342719657,0.37388381793156367,0.1611057793983511,-0.04554051023457939,0.8659068939120749,-0.41942432816614306,0.2666208137539167
DrinksOneOccasion,4,-0.7809690202009745,0.14315674832387584,-0.39435650964809005,0.379068184211488,-0.3916601890490823,0.4060309218846188,-0.0050476784961978605,0.9919660153798624,0.3866125105528844,0.5738328298874531
DrinksOneOccasion,5,-0.827242085054013,0.0814476111461125,-0.17828277008804616,0.6226934239942217,-0.2131822706592595,0.5876169691981215,0.43577704430670733,0.3266820840892448,0.6489593149659668,0.270257342110789
